       10	2022-03-01 07:37:28	27	0	1	0
        5	2022-03-01 07:44:54	27	0	16	0
       28	2022-03-01 08:15:03	27	0	1	0
        9	2022-03-01 08:15:12	27	0	1	0
       32	2022-03-01 08:15:18	27	0	16	0
       32	2022-03-01 08:15:20	27	0	1	0
        6	2022-03-01 08:21:18	27	0	1	0
       27	2022-03-01 08:32:38	27	0	16	0
       27	2022-03-01 08:32:40	27	0	16	0
        7	2022-03-01 08:33:09	27	0	1	0
       22	2022-03-01 08:33:50	27	0	1	0
        4	2022-03-01 09:02:36	27	0	1	0
       22	2022-03-01 18:05:00	27	1	1	0
       32	2022-03-01 18:06:23	27	1	16	0
       32	2022-03-01 18:06:25	27	1	16	0
       28	2022-03-01 18:11:31	27	1	1	0
       27	2022-03-01 18:16:57	27	1	16	0
       27	2022-03-01 18:17:00	27	1	16	0
        5	2022-03-01 18:18:04	27	1	16	0
        5	2022-03-01 18:18:06	27	1	16	0
        7	2022-03-01 18:21:08	27	1	1	0
        4	2022-03-01 18:21:53	27	1	1	0
       10	2022-03-01 18:27:37	27	1	1	0
        6	2022-03-01 18:28:29	27	1	1	0
       10	2022-03-02 07:37:55	27	0	1	0
        5	2022-03-02 07:40:54	27	0	16	0
        9	2022-03-02 07:55:59	27	0	1	0
       28	2022-03-02 07:56:04	27	0	1	0
        5	2022-03-02 08:31:17	27	0	16	0
       33	2022-03-02 08:34:03	27	0	16	0
       33	2022-03-02 08:34:06	27	0	16	0
        4	2022-03-02 08:37:12	27	1	1	0
       22	2022-03-02 08:38:38	27	0	1	0
        7	2022-03-02 08:43:37	27	0	1	0
       27	2022-03-02 08:43:43	27	0	16	0
       32	2022-03-02 08:45:39	27	0	1	0
       32	2022-03-02 16:35:33	27	0	16	0
       32	2022-03-02 16:36:18	27	1	1	0
       28	2022-03-02 18:02:16	27	1	1	0
       33	2022-03-02 18:11:44	27	1	1	0
       27	2022-03-02 18:23:25	27	1	16	0
       22	2022-03-02 18:26:04	27	1	1	0
        6	2022-03-02 19:12:04	27	1	1	0
       10	2022-03-02 19:12:22	27	1	1	0
        7	2022-03-02 20:09:41	27	1	1	0
        4	2022-03-02 20:10:16	27	1	1	0
       10	2022-03-03 07:38:05	27	0	1	0
       10	2022-03-03 07:38:50	27	0	1	0
       28	2022-03-03 08:00:25	27	0	1	0
        9	2022-03-03 08:00:35	27	0	1	0
        6	2022-03-03 08:30:50	27	0	1	0
        5	2022-03-03 08:31:23	27	0	16	0
       33	2022-03-03 08:32:00	27	0	1	0
       22	2022-03-03 08:35:26	27	1	1	0
        7	2022-03-03 08:40:08	27	1	1	0
       27	2022-03-03 08:40:14	27	1	16	0
       27	2022-03-03 08:40:17	27	1	16	0
        4	2022-03-03 09:15:48	27	1	1	0
       32	2022-03-03 09:16:32	27	1	1	0
       32	2022-03-03 09:16:57	27	0	1	0
        9	2022-03-03 18:00:33	27	1	1	0
       28	2022-03-03 18:00:56	27	1	1	0
       32	2022-03-03 18:07:52	27	1	1	0
       22	2022-03-03 18:09:26	27	1	1	0
       27	2022-03-03 18:09:48	27	1	16	0
       27	2022-03-03 18:09:51	27	1	16	0
       33	2022-03-03 18:18:26	27	1	1	0
        5	2022-03-03 18:24:31	27	1	16	0
        6	2022-03-03 18:38:12	27	1	1	0
       10	2022-03-03 18:38:36	27	1	1	0
        7	2022-03-03 20:11:22	27	1	1	0
        4	2022-03-03 20:13:11	27	1	1	0
        5	2022-03-04 07:48:09	27	0	16	0
       10	2022-03-04 07:53:39	27	0	1	0
       28	2022-03-04 08:00:56	27	0	1	0
        9	2022-03-04 08:01:13	27	0	1	0
        6	2022-03-04 08:26:53	27	0	1	0
       33	2022-03-04 08:30:06	27	0	16	0
       33	2022-03-04 08:30:08	27	0	16	0
        7	2022-03-04 08:36:56	27	0	1	0
       27	2022-03-04 08:37:05	27	0	16	0
       22	2022-03-04 08:39:02	27	0	1	0
       32	2022-03-04 08:40:38	27	0	1	0
        4	2022-03-04 08:56:18	27	0	1	0
       22	2022-03-04 17:42:10	27	1	1	0
        9	2022-03-04 18:02:11	27	1	1	0
       32	2022-03-04 18:07:09	27	1	1	0
       33	2022-03-04 18:09:19	27	1	16	0
       33	2022-03-04 18:09:21	27	1	16	0
       28	2022-03-04 18:17:46	27	1	1	0
        6	2022-03-04 18:24:53	27	1	1	0
       10	2022-03-04 18:33:18	27	1	1	0
        5	2022-03-04 18:44:16	27	1	16	0
       27	2022-03-04 20:25:23	27	1	16	0
        7	2022-03-04 21:20:34	27	1	1	0
        4	2022-03-04 21:21:18	27	1	1	0
        5	2022-03-07 07:59:23	27	0	16	0
       28	2022-03-07 08:06:04	27	0	1	0
        9	2022-03-07 08:10:02	27	0	1	0
       30	2022-03-07 08:22:05	27	0	16	0
       31	2022-03-07 08:22:12	27	0	16	0
        9	2022-03-07 08:30:45	27	0	1	0
        6	2022-03-07 08:33:36	27	0	1	0
       33	2022-03-07 08:33:46	27	0	1	0
        7	2022-03-07 08:38:25	27	0	1	0
       27	2022-03-07 08:38:32	27	0	1	0
       32	2022-03-07 08:38:58	27	0	1	0
        4	2022-03-07 08:39:40	27	0	1	0
       22	2022-03-07 08:40:18	27	0	1	0
        5	2022-03-07 17:15:42	27	0	16	0
