        9	2022-03-07 18:03:25	27	1	1	0
       28	2022-03-07 18:03:30	27	1	1	0
        6	2022-03-07 18:05:39	27	1	1	0
       31	2022-03-07 18:08:15	27	1	1	0
       30	2022-03-07 18:09:17	27	1	16	0
       33	2022-03-07 18:10:12	27	1	1	0
       22	2022-03-07 18:10:25	27	1	1	0
       27	2022-03-07 18:14:04	27	1	16	0
        7	2022-03-07 18:14:09	27	1	1	0
        4	2022-03-07 18:25:28	27	1	1	0
       10	2022-03-08 07:32:06	27	0	1	0
        6	2022-03-08 07:32:12	27	0	1	0
        5	2022-03-08 07:37:27	27	0	16	0
       10	2022-03-08 08:17:25	27	0	1	0
       28	2022-03-08 08:17:34	27	0	1	0
        9	2022-03-08 08:18:06	27	0	1	0
       30	2022-03-08 08:20:59	27	0	16	0
        4	2022-03-08 08:22:25	27	0	1	0
       33	2022-03-08 08:32:02	27	0	16	0
       33	2022-03-08 08:32:04	27	0	16	0
       32	2022-03-08 08:34:29	27	0	1	0
       22	2022-03-08 08:34:37	27	0	1	0
        7	2022-03-08 08:43:06	27	0	1	0
       27	2022-03-08 08:43:22	27	0	1	0
       32	2022-03-08 18:03:50	27	1	1	0
        9	2022-03-08 18:09:57	27	1	1	0
       27	2022-03-08 18:10:27	27	1	16	0
       22	2022-03-08 18:10:35	27	1	1	0
       28	2022-03-08 18:10:40	27	1	1	0
       33	2022-03-08 18:16:29	27	1	16	0
        7	2022-03-08 18:18:08	27	1	1	0
       10	2022-03-08 18:21:12	27	1	1	0
        6	2022-03-08 18:22:44	27	1	1	0
        5	2022-03-08 18:23:21	27	1	16	0
       30	2022-03-08 18:29:14	27	1	16	0
       30	2022-03-08 18:29:17	27	1	16	0
        4	2022-03-08 18:30:10	27	1	1	0
       10	2022-03-09 07:25:47	27	0	1	0
        4	2022-03-09 07:27:57	27	0	1	0
        5	2022-03-09 07:32:39	27	0	16	0
       27	2022-03-09 08:16:02	27	0	16	0
        7	2022-03-09 08:16:06	27	0	1	0
        6	2022-03-09 08:18:59	27	0	1	0
       30	2022-03-09 08:26:42	27	0	16	0
       33	2022-03-09 08:29:35	27	0	16	0
       33	2022-03-09 08:29:37	27	0	16	0
       22	2022-03-09 08:37:18	27	0	1	0
       28	2022-03-09 08:39:57	27	0	1	0
       32	2022-03-09 08:43:12	27	0	1	0
        9	2022-03-09 09:16:19	27	0	1	0
       34	2022-03-09 17:40:02	27	1	1	0
       34	2022-03-09 17:40:12	27	1	16	0
       27	2022-03-09 18:02:12	27	1	1	0
       34	2022-03-09 18:02:23	27	1	1	0
       28	2022-03-09 18:05:05	27	1	1	0
        9	2022-03-09 18:05:14	27	1	1	0
       22	2022-03-09 18:06:38	27	1	1	0
        6	2022-03-09 18:07:27	27	1	1	0
       32	2022-03-09 18:08:54	27	1	1	0
       30	2022-03-09 18:08:58	27	1	16	0
       33	2022-03-09 18:09:04	27	1	16	0
        6	2022-03-09 18:11:16	27	1	1	0
        5	2022-03-09 18:13:16	27	1	16	0
       10	2022-03-09 18:16:43	27	1	1	0
        7	2022-03-09 21:11:17	27	1	1	0
        4	2022-03-09 21:12:44	27	1	1	0
       10	2022-03-10 07:41:40	27	0	1	0
        5	2022-03-10 07:44:30	27	0	16	0
        9	2022-03-10 08:03:54	27	0	1	0
       28	2022-03-10 08:04:03	27	0	1	0
        4	2022-03-10 08:22:17	27	0	1	0
       31	2022-03-10 08:24:07	27	0	1	0
       30	2022-03-10 08:24:13	27	0	16	0
       34	2022-03-10 08:28:41	27	0	1	0
       33	2022-03-10 08:32:06	27	0	16	0
       32	2022-03-10 08:34:01	27	0	1	0
       22	2022-03-10 08:35:19	27	0	1	0
        6	2022-03-10 08:37:35	27	0	1	0
       27	2022-03-10 08:42:11	27	0	16	0
        7	2022-03-10 08:42:16	27	0	1	0
       28	2022-03-10 18:02:49	27	0	1	0
       32	2022-03-10 18:04:04	27	1	1	0
       34	2022-03-10 18:04:25	27	1	1	0
       22	2022-03-10 18:06:54	27	1	1	0
       10	2022-03-10 18:07:04	27	1	1	0
        6	2022-03-10 18:10:20	27	1	1	0
       10	2022-03-10 18:14:12	27	1	1	0
       33	2022-03-10 18:14:38	27	1	16	0
       31	2022-03-10 18:15:39	27	1	16	0
       30	2022-03-10 18:18:13	27	1	16	0
       27	2022-03-10 19:43:56	27	1	1	0
        4	2022-03-10 20:20:27	27	1	1	0
        7	2022-03-10 20:20:30	27	1	1	0
        5	2022-03-11 07:41:08	27	0	16	0
       10	2022-03-11 07:53:39	27	0	1	0
        9	2022-03-11 07:54:25	27	0	1	0
        6	2022-03-11 08:14:41	27	0	1	0
       31	2022-03-11 08:17:35	27	0	1	0
       30	2022-03-11 08:24:36	27	0	16	0
       34	2022-03-11 08:27:11	27	0	1	0
        4	2022-03-11 08:33:20	27	0	1	0
       33	2022-03-11 08:34:26	27	0	16	0
        7	2022-03-11 08:34:39	27	0	1	0
       27	2022-03-11 08:34:46	27	0	16	0
       22	2022-03-11 08:45:46	27	0	1	0
       32	2022-03-11 09:31:20	27	0	1	0
       28	2022-03-11 10:00:30	27	0	1	0
       30	2022-03-11 17:49:36	27	0	16	0
       30	2022-03-11 17:49:39	27	0	16	0
       30	2022-03-11 17:50:04	27	1	16	0
       31	2022-03-11 17:50:17	27	1	16	0
       31	2022-03-11 17:50:19	27	1	16	0
       32	2022-03-11 18:02:48	27	1	1	0
        6	2022-03-11 18:03:21	27	1	1	0
       34	2022-03-11 18:04:09	27	1	1	0
       28	2022-03-11 18:06:57	27	1	1	0
       33	2022-03-11 18:07:23	27	1	16	0
       27	2022-03-11 18:12:27	27	1	16	0
       27	2022-03-11 18:12:30	27	1	16	0
       22	2022-03-11 18:17:46	27	1	1	0
        5	2022-03-11 18:30:48	27	1	16	0
       10	2022-03-11 18:52:17	27	1	1	0
       10	2022-03-11 18:56:37	27	1	1	0
       10	2022-03-11 18:57:27	27	1	1	0
        7	2022-03-11 20:06:15	27	1	1	0
        4	2022-03-11 20:06:23	27	1	1	0
        5	2022-03-14 07:49:41	27	0	16	0
        9	2022-03-14 07:52:16	27	0	16	0
       10	2022-03-14 08:14:19	27	0	1	0
       10	2022-03-14 08:14:27	27	0	1	0
       31	2022-03-14 08:25:59	27	0	1	0
       30	2022-03-14 08:26:05	27	0	16	0
        4	2022-03-14 08:26:16	27	0	1	0
       28	2022-03-14 08:26:19	27	0	1	0
       34	2022-03-14 08:29:18	27	0	1	0
       32	2022-03-14 08:35:37	27	0	1	0
       22	2022-03-14 08:37:55	27	0	1	0
       33	2022-03-14 08:38:57	27	0	16	0
        7	2022-03-14 08:44:48	27	0	1	0
       27	2022-03-14 08:44:53	27	0	16	0
       27	2022-03-14 08:44:56	27	0	16	0
        6	2022-03-14 08:55:48	27	0	1	0
       32	2022-03-14 18:01:52	27	1	1	0
       34	2022-03-14 18:04:07	27	1	1	0
       28	2022-03-14 18:04:31	27	1	1	0
       33	2022-03-14 18:07:05	27	1	1	0
       33	2022-03-14 18:07:07	27	1	16	0
       27	2022-03-14 18:10:25	27	1	16	0
       27	2022-03-14 18:10:28	27	1	16	0
        6	2022-03-14 18:12:35	27	1	1	0
        6	2022-03-14 18:12:40	27	1	16	0
       10	2022-03-14 18:13:35	27	1	1	0
       22	2022-03-14 18:13:58	27	1	1	0
        7	2022-03-14 18:14:10	27	1	1	0
       31	2022-03-14 18:16:58	27	1	1	0
       30	2022-03-14 18:17:03	27	1	16	0
       30	2022-03-14 18:17:05	27	1	16	0
        5	2022-03-14 18:17:39	27	1	16	0
        4	2022-03-14 18:39:41	27	1	1	0
       10	2022-03-15 07:07:04	27	0	1	0
        5	2022-03-15 07:15:44	27	0	16	0
        6	2022-03-15 07:55:13	27	0	1	0
        4	2022-03-15 08:08:06	27	0	1	0
       28	2022-03-15 08:17:38	27	0	1	0
        9	2022-03-15 08:17:47	27	0	16	0
       31	2022-03-15 08:26:05	27	0	1	0
       30	2022-03-15 08:26:11	27	0	16	0
       30	2022-03-15 08:26:13	27	0	16	0
       22	2022-03-15 08:35:19	27	0	1	0
       34	2022-03-15 08:35:23	27	0	1	0
       33	2022-03-15 08:42:36	27	0	16	0
        7	2022-03-15 08:44:34	27	0	1	0
       27	2022-03-15 08:44:43	27	0	1	0
       32	2022-03-15 08:48:14	27	0	1	0
       30	2022-03-15 16:59:48	27	1	16	0
       31	2022-03-15 17:00:03	27	1	1	0
       34	2022-03-15 18:00:43	27	1	1	0
       28	2022-03-15 18:01:19	27	1	1	0
        6	2022-03-15 18:01:46	27	1	1	0
       10	2022-03-15 18:03:26	27	1	1	0
       32	2022-03-15 18:04:28	27	1	1	0
       27	2022-03-15 18:05:19	27	1	16	0
       27	2022-03-15 18:05:21	27	1	16	0
        7	2022-03-15 18:07:29	27	1	1	0
       22	2022-03-15 18:10:24	27	1	1	0
        4	2022-03-15 18:11:41	27	1	1	0
       33	2022-03-15 18:17:19	27	1	16	0
        5	2022-03-15 18:31:07	27	1	16	0
